customer_id,calendar_month,mrr,plans
00782a2d-b435-455a-8575-54ec5d3dc9ee,2024-06,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2024-07,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2024-08,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2024-09,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2024-10,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2024-11,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2024-12,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-01,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-02,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-03,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-04,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-05,20.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-06,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-07,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-08,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-09,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-10,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-11,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2025-12,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2026-01,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2026-02,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2026-03,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2026-04,60.0,Pro
00782a2d-b435-455a-8575-54ec5d3dc9ee,2026-05,60.0,Pro
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2023-08,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2023-09,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2023-10,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2023-11,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2023-12,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-01,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-02,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-03,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-04,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-05,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-06,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-07,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-08,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-09,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-10,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-11,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2024-12,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2025-01,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2025-02,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2025-03,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2025-04,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2025-05,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2025-06,20.0,Starter
00b13eac-f8ae-495b-8c92-fc83b249c7c6,2025-07,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-05,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-06,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-07,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-08,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-09,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-10,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-11,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2024-12,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-01,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-02,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-03,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-04,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-05,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-06,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-07,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-08,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-09,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-10,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-11,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2025-12,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2026-01,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2026-02,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2026-03,20.0,Starter
00e1143f-3c65-425f-a074-a14dd7780d18,2026-04,20.0,Starter
042b763c-01d8-4f70-8be3-df60be733644,2023-11,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2023-12,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-01,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-02,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-03,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-04,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-05,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-06,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-07,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-08,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-09,40.0,Pro
042b763c-01d8-4f70-8be3-df60be733644,2024-10,40.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2023-07,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2023-08,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2023-09,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2023-10,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2023-11,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2023-12,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-01,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-02,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-03,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-04,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-05,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-06,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-07,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-08,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-09,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-10,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-11,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2024-12,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-01,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-02,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-03,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-04,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-05,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-06,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-07,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-08,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-09,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-10,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-11,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2025-12,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2026-01,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2026-02,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2026-03,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2026-04,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2026-05,20.0,Pro
04f32932-0f77-40c0-a2e8-b422e84455e6,2026-06,20.0,Pro
06f9c564-cd6c-41d8-b05c-f43f9c456895,2023-10,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2023-11,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2023-12,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-01,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-02,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-03,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-04,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-05,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-06,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-07,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-08,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-09,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-10,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-11,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2024-12,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-01,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-02,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-03,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-04,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-05,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-06,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-07,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-08,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-09,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-10,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-11,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2025-12,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2026-01,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2026-02,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2026-03,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2026-04,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2026-05,10.0,Starter
06f9c564-cd6c-41d8-b05c-f43f9c456895,2026-06,10.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-02,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-03,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-04,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-05,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-06,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-07,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-08,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-09,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-10,30.0,Starter
09051c1e-a9eb-4164-88a2-e5cae4ad781e,2024-11,30.0,Starter
